1,B1,GJ8737,1,HGH,SZX,1561941900,1561950300
1,B1,GJ8737,1,HGH,SZX,1562028300,1562036700
1,B1,GJ8737,1,HGH,SZX,1562114700,1562123100
1,B1,GJ8737,1,HGH,SZX,1562201100,1562209500
1,B1,GJ8737,1,HGH,SZX,1562287500,1562295900
1,B1,GJ8737,1,HGH,SZX,1562373900,1562382300
1,B1,GJ8737,1,HGH,SZX,1562460300,1562468700
1,B1,GJ8787,1,SZX,XUZ,1561954200,1561962300
1,B1,GJ8787,1,SZX,XUZ,1562127000,1562135100
1,B1,GJ8787,1,SZX,XUZ,1562299800,1562307900
1,B1,GJ8787,1,SZX,XUZ,1562472600,1562480700
1,B1,GJ8681,1,SZX,HLH,1562040600,1562055300
1,B1,GJ8681,1,SZX,HLH,1562213400,1562228100
1,B1,GJ8681,1,SZX,HLH,1562386200,1562400900
1,B1,GJ8787,2,XUZ,HRB,1561965000,1561974000
1,B1,GJ8787,2,XUZ,HRB,1562137800,1562146800
1,B1,GJ8787,2,XUZ,HRB,1562310600,1562319600
1,B1,GJ8787,2,XUZ,HRB,1562483400,1562492400
1,B1,GJ8681,2,HLH,HRB,1562058000,1562061900
1,B1,GJ8681,2,HLH,HRB,1562230800,1562234700
1,B1,GJ8681,2,HLH,HRB,1562403600,1562407500
1,B1,GJ8020,1,HRB,HLH,1561978500,1561983300
1,B1,GJ8020,1,HRB,HLH,1562324100,1562328900
1,B1,GJ8020,1,HRB,HLH,1562496900,1562501700
1,B1,GJ8020,1,HRB,HLH,1562151600,1562156400
1,B1,GJ8826,1,HRB,YNT,1562064900,1562072400
1,B1,GJ8826,1,HRB,YNT,1562237700,1562245200
1,B1,GJ8826,1,HRB,YNT,1562410500,1562418000
1,B1,GJ8020,2,HLH,HGH,1561988400,1561999500
1,B1,GJ8020,2,HLH,HGH,1562161200,1562172300
1,B1,GJ8020,2,HLH,HGH,1562334000,1562345100
1,B1,GJ8020,2,HLH,HGH,1562506800,1562517900
1,B1,GJ8826,2,YNT,HGH,1562075100,1562082300
1,B1,GJ8826,2,YNT,HGH,1562247900,1562255100
1,B1,GJ8826,2,YNT,HGH,1562420700,1562427900
2,B2,GJ8019,1,HGH,HLH,1561943400,1561955100
2,B2,GJ8019,1,HGH,HLH,1562116200,1562127900
2,B2,GJ8019,1,HGH,HLH,1562289000,1562300700
2,B2,GJ8019,1,HGH,HLH,1562461800,1562473500
2,B2,GJ8825,1,HGH,YNT,1562030700,1562037300
2,B2,GJ8825,1,HGH,YNT,1562203500,1562210100
2,B2,GJ8825,1,HGH,YNT,1562376300,1562382900
2,B2,GJ8019,2,HLH,HRB,1561957800,1561962000
2,B2,GJ8019,2,HLH,HRB,1562130600,1562134800
2,B2,GJ8019,2,HLH,HRB,1562303400,1562307600
2,B2,GJ8019,2,HLH,HRB,1562476200,1562480400
2,B2,GJ8825,2,YNT,HRB,1562041500,1562048400
2,B2,GJ8825,2,YNT,HRB,1562214300,1562221200
2,B2,GJ8825,2,YNT,HRB,1562387100,1562394000
2,B2,GJ8788,1,HRB,XUZ,1561965300,1561974600
2,B2,GJ8788,1,HRB,XUZ,1562138100,1562147400
2,B2,GJ8788,1,HRB,XUZ,1562310900,1562320200
2,B2,GJ8788,1,HRB,XUZ,1562483700,1562493000
2,B2,GJ8682,1,HRB,HLH,1562051700,1562056500
2,B2,GJ8682,1,HRB,HLH,1562224500,1562229300
2,B2,GJ8682,1,HRB,HLH,1562397300,1562402100
2,B2,GJ8788,2,XUZ,SZX,1561978200,1561988100
2,B2,GJ8788,2,XUZ,SZX,1562151000,1562160900
2,B2,GJ8788,2,XUZ,SZX,1562323800,1562333700
2,B2,GJ8788,2,XUZ,SZX,1562496600,1562506500
2,B2,GJ8682,2,HLH,SZX,1562059200,1562074500
2,B2,GJ8682,2,HLH,SZX,1562232000,1562247300
2,B2,GJ8682,2,HLH,SZX,1562404800,1562420100
2,B2,GJ8738,1,SZX,HGH,1561991700,1561998900
2,B2,GJ8738,1,SZX,HGH,1562078100,1562085300
2,B2,GJ8738,1,SZX,HGH,1562164500,1562171700
2,B2,GJ8738,1,SZX,HGH,1562250900,1562258100
2,B2,GJ8738,1,SZX,HGH,1562337300,1562344500
2,B2,GJ8738,1,SZX,HGH,1562423700,1562430900
2,B2,GJ8738,1,SZX,HGH,1562510100,1562517300
3,B3,GJ8668,1,URC,INC,1561947300,1561957800
3,B3,GJ8668,1,URC,INC,1562033700,1562044200
3,B3,GJ8668,1,URC,INC,1562120100,1562130600
3,B3,GJ8668,1,URC,INC,1562206500,1562217000
3,B3,GJ8668,1,URC,INC,1562292900,1562303400
3,B3,GJ8668,1,URC,INC,1562465700,1562476200
3,B3,GJ8668,1,URC,INC,1562378100,1562388600
3,B3,GJ8668,2,INC,HGH,1561961400,1561971000
3,B3,GJ8668,2,INC,HGH,1562047800,1562057400
3,B3,GJ8668,2,INC,HGH,1562134200,1562143800
3,B3,GJ8668,2,INC,HGH,1562220600,1562230200
3,B3,GJ8668,2,INC,HGH,1562307000,1562316600
3,B3,GJ8668,2,INC,HGH,1562393400,1562403000
3,B3,GJ8668,2,INC,HGH,1562479800,1562489400
3,B3,GJ8667,1,HGH,INC,1561978500,1561989300
3,B3,GJ8667,1,HGH,INC,1562151300,1562162100
3,B3,GJ8667,1,HGH,INC,1562324100,1562334900
3,B3,GJ8667,1,HGH,INC,1562496900,1562507700
3,B3,GJ8667,2,INC,URC,1561991400,1562003100
3,B3,GJ8667,2,INC,URC,1562164200,1562175900
3,B3,GJ8667,2,INC,URC,1562337000,1562348700
3,B3,GJ8667,2,INC,URC,1562509800,1562521500
3,B3,GJ9001,1,URC,XIY,1561920300,1561931700
3,B3,GJ9001,1,URC,XIY,1562093100,1562104500
3,B3,GJ9001,1,URC,XIY,1562265900,1562277300
3,B3,GJ9001,1,URC,XIY,1562438700,1562450100
4,B4,GJ8933,1,HGH,WUT,1561935000,1561943400
4,B4,GJ8933,1,HGH,WUT,1562107800,1562116200
4,B4,GJ8933,1,HGH,WUT,1562280600,1562289000
4,B4,GJ8757,1,HGH,CIF,1562019600,1562029800
4,B4,GJ8757,1,HGH,CIF,1562192400,1562202600
4,B4,GJ8757,1,HGH,CIF,1562365200,1562375400
4,B4,GJ8757,1,HGH,CIF,1562451600,1562461800
4,B4,GJ8933,2,WUT,BAV,1561946100,1561950000
4,B4,GJ8933,2,WUT,BAV,1562118900,1562122800
4,B4,GJ8933,2,WUT,BAV,1562291700,1562295600
4,B4,GJ8757,2,CIF,HRB,1562033100,1562038200
4,B4,GJ8757,2,CIF,HRB,1562205900,1562211000
4,B4,GJ8757,2,CIF,HRB,1562378700,1562383800
4,B4,GJ8757,2,CIF,HRB,1562465100,1562470200
4,B4,GJ8934,1,BAV,WUT,1561984800,1561988700
4,B4,GJ8934,1,BAV,WUT,1562157600,1562161500
4,B4,GJ8934,1,BAV,WUT,1562330400,1562334300
4,B4,GJ8758,1,HRB,CIF,1562497200,1562503200
4,B4,GJ8758,1,HRB,CIF,1562041800,1562047800
4,B4,GJ8758,1,HRB,CIF,1562214600,1562220600
4,B4,GJ8758,1,HRB,CIF,1562387400,1562393400
4,B4,GJ8934,2,WUT,HGH,1561991400,1561999500
4,B4,GJ8934,2,WUT,HGH,1562164200,1562172300
4,B4,GJ8934,2,WUT,HGH,1562337000,1562345100
4,B4,GJ8758,2,CIF,HGH,1562505900,1562514900
4,B4,GJ8758,2,CIF,HGH,1562050500,1562059800
4,B4,GJ8758,2,CIF,HGH,1562223300,1562232600
4,B4,GJ8758,2,CIF,HGH,1562396100,1562405400
4,B4,GJ8667,1,HGH,INC,1562065500,1562075700
4,B4,GJ8667,1,HGH,INC,1562411100,1562421300
4,B4,GJ8667,1,HGH,INC,1562237700,1562248500
4,B4,GJ8667,2,INC,URC,1562078400,1562089500
4,B4,GJ8667,2,INC,URC,1562251200,1562262300
4,B4,GJ8667,2,INC,URC,1562424000,1562435100
